Partido,Cod_Prov,Cod_Part,stratum,p_bray
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,7.2
Balcarce,06,063,6063,14.7
Balcarce,06,063,6063,14.6
Balcarce,06,063,6063,9.0
Balcarce,06,063,6063,22.6
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,5.1
Balcarce,06,063,6063,10.8
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,18.1
Balcarce,06,063,6063,16.6
Balcarce,06,063,6063,26.8
Balcarce,06,063,6063,26.4
Balcarce,06,063,6063,28.0
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,7.1
Balcarce,06,063,6063,23.1
Balcarce,06,063,6063,8.3
Balcarce,06,063,6063,22.8
Balcarce,06,063,6063,29.5
Balcarce,06,063,6063,33.0
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,6.1
Balcarce,06,063,6063,30.0
Balcarce,06,063,6063,11.2
Balcarce,06,063,6063,26.7
Balcarce,06,063,6063,28.4
Balcarce,06,063,6063,14.4
Balcarce,06,063,6063,24.2
Balcarce,06,063,6063,11.46
Balcarce,06,063,6063,12.14
Balcarce,06,063,6063,5.18
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,47.2
Balcarce,06,063,6063,18.9
Balcarce,06,063,6063,5.7
Balcarce,06,063,6063,3.5
Balcarce,06,063,6063,4.5
Balcarce,06,063,6063,14.8
Balcarce,06,063,6063,32.0
Balcarce,06,063,6063,22.6
Balcarce,06,063,6063,18.0
Balcarce,06,063,6063,31.1
Balcarce,06,063,6063,13.4
Balcarce,06,063,6063,26.6
Balcarce,06,063,6063,26.6
Balcarce,06,063,6063,17.7
Balcarce,06,063,6063,18.4
Balcarce,06,063,6063,15.0
Balcarce,06,063,6063,23.3
Balcarce,06,063,6063,3.1
Balcarce,06,063,6063,6.1
Balcarce,06,063,6063,10.8
Balcarce,06,063,6063,29.9
Balcarce,06,063,6063,30.3
Balcarce,06,063,6063,10.4
Balcarce,06,063,6063,8.6
Balcarce,06,063,6063,20.0
Balcarce,06,063,6063,15.7
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,11.6
Balcarce,06,063,6063,8.8
Balcarce,06,063,6063,62.7
Balcarce,06,063,6063,10.3
Balcarce,06,063,6063,22.0
Balcarce,06,063,6063,62.6
Balcarce,06,063,6063,9.8
Balcarce,06,063,6063,10.2
Balcarce,06,063,6063,10.7
Balcarce,06,063,6063,11.3
Balcarce,06,063,6063,8.3
Balcarce,06,063,6063,11.2
Balcarce,06,063,6063,8.8
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,7.0
Balcarce,06,063,6063,4.0
Balcarce,06,063,6063,6.5
Balcarce,06,063,6063,6.0
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,9.5
Balcarce,06,063,6063,6.8
Balcarce,06,063,6063,11.8
Balcarce,06,063,6063,13.6
Balcarce,06,063,6063,9.8
Balcarce,06,063,6063,17.8
Balcarce,06,063,6063,8.2
Balcarce,06,063,6063,17.1
Balcarce,06,063,6063,18.3
Balcarce,06,063,6063,11.7
Balcarce,06,063,6063,13.7
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,6.9
Balcarce,06,063,6063,19.3
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,11.0
Balcarce,06,063,6063,25.1
Balcarce,06,063,6063,12.6
Balcarce,06,063,6063,10.5
Balcarce,06,063,6063,12.1
Balcarce,06,063,6063,13.4
Balcarce,06,063,6063,13.1
Balcarce,06,063,6063,12.9
Balcarce,06,063,6063,8.6
Balcarce,06,063,6063,38.6
Balcarce,06,063,6063,18.6
Balcarce,06,063,6063,19.8
Balcarce,06,063,6063,15.7
Balcarce,06,063,6063,23.0
Balcarce,06,063,6063,54.1
Balcarce,06,063,6063,4.9
Balcarce,06,063,6063,11.6
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,18.3
Balcarce,06,063,6063,32.9
Balcarce,06,063,6063,29.5
Balcarce,06,063,6063,3.1
Balcarce,06,063,6063,4.0
Balcarce,06,063,6063,5.6
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,10.4
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,8.5
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,5.1
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,8.6
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,19.7
Balcarce,06,063,6063,19.7
Balcarce,06,063,6063,18.4
Balcarce,06,063,6063,15.0
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,7.7
Balcarce,06,063,6063,8.8
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,5.9
Balcarce,06,063,6063,4.9
Balcarce,06,063,6063,10.0
Balcarce,06,063,6063,9.1
Balcarce,06,063,6063,12.5
Balcarce,06,063,6063,11.3
Balcarce,06,063,6063,16.4
Balcarce,06,063,6063,7.8
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,7.1
Balcarce,06,063,6063,36.5
Balcarce,06,063,6063,13.9
Balcarce,06,063,6063,10.2
Balcarce,06,063,6063,15.6
Balcarce,06,063,6063,27.5
Balcarce,06,063,6063,16.2
Balcarce,06,063,6063,22.3
Balcarce,06,063,6063,37.3
Balcarce,06,063,6063,13.4
Balcarce,06,063,6063,13.4
Balcarce,06,063,6063,12.8
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,6.6
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,23.6
Balcarce,06,063,6063,17.0
Balcarce,06,063,6063,28.9
Balcarce,06,063,6063,16.3
Balcarce,06,063,6063,14.6
Balcarce,06,063,6063,40.1
Balcarce,06,063,6063,22.6
Balcarce,06,063,6063,24.6
Balcarce,06,063,6063,25.8
Balcarce,06,063,6063,55.3
Balcarce,06,063,6063,5.9
Balcarce,06,063,6063,13.8
Balcarce,06,063,6063,40.4
Balcarce,06,063,6063,32.2
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,12.2
Balcarce,06,063,6063,28.1
Balcarce,06,063,6063,26.1
Balcarce,06,063,6063,51.5
Balcarce,06,063,6063,16.4
Balcarce,06,063,6063,28.9
Balcarce,06,063,6063,48.6
Balcarce,06,063,6063,22.8
Balcarce,06,063,6063,28.2
Balcarce,06,063,6063,43.2
Balcarce,06,063,6063,12.2
Balcarce,06,063,6063,11.7
Balcarce,06,063,6063,7.2
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,12.9
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,9.4
Balcarce,06,063,6063,12.1
Balcarce,06,063,6063,18.5
Balcarce,06,063,6063,16.2
Balcarce,06,063,6063,9.4
Balcarce,06,063,6063,9.1
Balcarce,06,063,6063,11.2
Balcarce,06,063,6063,11.1
Balcarce,06,063,6063,15.3
Balcarce,06,063,6063,18.8
Balcarce,06,063,6063,16.2
Balcarce,06,063,6063,17.6
Balcarce,06,063,6063,19.1
Balcarce,06,063,6063,42.9
Balcarce,06,063,6063,28.2
Balcarce,06,063,6063,14.3
Balcarce,06,063,6063,14.3
Balcarce,06,063,6063,12.5
Balcarce,06,063,6063,21.6
Balcarce,06,063,6063,15.8
Balcarce,06,063,6063,11.2
Balcarce,06,063,6063,35.6
Balcarce,06,063,6063,34.4
Balcarce,06,063,6063,28.2
Balcarce,06,063,6063,16.2
Balcarce,06,063,6063,18.0
Balcarce,06,063,6063,25.6
Balcarce,06,063,6063,43.5
Balcarce,06,063,6063,47.2
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,16.1
Balcarce,06,063,6063,11.4
Balcarce,06,063,6063,9.6
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,9.6
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,18.1
Balcarce,06,063,6063,10.9
Balcarce,06,063,6063,13.5
Balcarce,06,063,6063,19.6
Balcarce,06,063,6063,17.6
Balcarce,06,063,6063,28.1
Balcarce,06,063,6063,15.5
Balcarce,06,063,6063,25.9
Balcarce,06,063,6063,24.2
Balcarce,06,063,6063,30.4
Balcarce,06,063,6063,24.4
Balcarce,06,063,6063,26.5
Balcarce,06,063,6063,22.3
Balcarce,06,063,6063,20.5
Balcarce,06,063,6063,19.6
Balcarce,06,063,6063,25.3
Balcarce,06,063,6063,45.6
Balcarce,06,063,6063,33.4
Balcarce,06,063,6063,26.8
Balcarce,06,063,6063,25.9
Balcarce,06,063,6063,29.2
Balcarce,06,063,6063,30.7
Balcarce,06,063,6063,29.2
Balcarce,06,063,6063,21.0
Balcarce,06,063,6063,57.5
Balcarce,06,063,6063,59.7
Balcarce,06,063,6063,8.9
Balcarce,06,063,6063,21.4
Balcarce,06,063,6063,7.2
Balcarce,06,063,6063,6.3
Balcarce,06,063,6063,12.8
Balcarce,06,063,6063,7.6
Balcarce,06,063,6063,9.0
Balcarce,06,063,6063,10.6
Balcarce,06,063,6063,9.0
Balcarce,06,063,6063,12.8
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,38.5
Balcarce,06,063,6063,37.1
Balcarce,06,063,6063,22.4
Balcarce,06,063,6063,28.0
Balcarce,06,063,6063,27.0
Balcarce,06,063,6063,27.8
Balcarce,06,063,6063,10.3
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,15.1
Balcarce,06,063,6063,27.3
Balcarce,06,063,6063,10.3
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,7.0
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,43.6
Balcarce,06,063,6063,25.3
Balcarce,06,063,6063,33.1
Balcarce,06,063,6063,24.6
Balcarce,06,063,6063,30.9
Balcarce,06,063,6063,13.2
Balcarce,06,063,6063,10.5
Balcarce,06,063,6063,17.5
Balcarce,06,063,6063,9.1
Balcarce,06,063,6063,3.8
Balcarce,06,063,6063,9.5
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,43.0
Balcarce,06,063,6063,55.2
Balcarce,06,063,6063,22.6
Balcarce,06,063,6063,6.0
Balcarce,06,063,6063,5.7
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,16.5
Balcarce,06,063,6063,12.2
Balcarce,06,063,6063,7.7
Balcarce,06,063,6063,10.4
Balcarce,06,063,6063,6.3
Balcarce,06,063,6063,4.5
Balcarce,06,063,6063,4.0
Balcarce,06,063,6063,47.2
Balcarce,06,063,6063,47.0
Balcarce,06,063,6063,36.6
Balcarce,06,063,6063,12.0
Balcarce,06,063,6063,5.9
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,10.4
Balcarce,06,063,6063,3.9
Balcarce,06,063,6063,5.2
Balcarce,06,063,6063,6.6
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,10.9
Balcarce,06,063,6063,10.9
Balcarce,06,063,6063,54.2
Balcarce,06,063,6063,14.1
Balcarce,06,063,6063,12.2
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,14.1
Balcarce,06,063,6063,15.6
Balcarce,06,063,6063,7.7
Balcarce,06,063,6063,10.2
Balcarce,06,063,6063,12.2
Balcarce,06,063,6063,5.5
Balcarce,06,063,6063,18.5
Balcarce,06,063,6063,9.6
Balcarce,06,063,6063,17.1
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,29.1
Balcarce,06,063,6063,10.0
Balcarce,06,063,6063,11.0
Balcarce,06,063,6063,7.0
Balcarce,06,063,6063,4.8
Balcarce,06,063,6063,6.5
Balcarce,06,063,6063,5.6
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,2.9
Balcarce,06,063,6063,18.4
Balcarce,06,063,6063,23.8
Balcarce,06,063,6063,67.8
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,9.3
Balcarce,06,063,6063,16.2
Balcarce,06,063,6063,27.5
Balcarce,06,063,6063,17.5
Balcarce,06,063,6063,6.5
Balcarce,06,063,6063,2.8
Balcarce,06,063,6063,4.5
Balcarce,06,063,6063,11.4
Balcarce,06,063,6063,7.4
Balcarce,06,063,6063,8.7
Balcarce,06,063,6063,16.7
Balcarce,06,063,6063,19.2
Balcarce,06,063,6063,18.2
Balcarce,06,063,6063,14.9
Balcarce,06,063,6063,12.4
Balcarce,06,063,6063,12.5
Balcarce,06,063,6063,17.4
Balcarce,06,063,6063,17.8
Balcarce,06,063,6063,9.6
Balcarce,06,063,6063,17.9
Balcarce,06,063,6063,12.5
Balcarce,06,063,6063,6.0
Balcarce,06,063,6063,10.2
Balcarce,06,063,6063,21.4
Balcarce,06,063,6063,12.5
Balcarce,06,063,6063,11.0
Balcarce,06,063,6063,7.2
Balcarce,06,063,6063,8.6
Balcarce,06,063,6063,17.8
Balcarce,06,063,6063,16.3
Balcarce,06,063,6063,9.1
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,5.9
Balcarce,06,063,6063,6.9
Balcarce,06,063,6063,8.8
Balcarce,06,063,6063,8.1
Balcarce,06,063,6063,8.3
Balcarce,06,063,6063,6.2
Balcarce,06,063,6063,9.1
Balcarce,06,063,6063,6.8
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,7.5
Balcarce,06,063,6063,7.0
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,5.9
Balcarce,06,063,6063,6.4
Balcarce,06,063,6063,14.7
Balcarce,06,063,6063,17.9
Balcarce,06,063,6063,6.5
Balcarce,06,063,6063,5.4
Balcarce,06,063,6063,20.7
Balcarce,06,063,6063,17.9
Balcarce,06,063,6063,8.0
Balcarce,06,063,6063,19.8
Balcarce,06,063,6063,9.8
Balcarce,06,063,6063,13.1
Balcarce,06,063,6063,20.7
Balcarce,06,063,6063,11.2
Balcarce,06,063,6063,23.1
Balcarce,06,063,6063,21.5
Balcarce,06,063,6063,15.4
Balcarce,06,063,6063,31.5
Balcarce,06,063,6063,20.1
Balcarce,06,063,6063,15.0
Balcarce,06,063,6063,17.6
Balcarce,06,063,6063,8.8
Balcarce,06,063,6063,24.3
Balcarce,06,063,6063,11.7
Balcarce,06,063,6063,10.9
Balcarce,06,063,6063,6.7
Balcarce,06,063,6063,11.4
Balcarce,06,063,6063,7.3
Balcarce,06,063,6063,6.3
Balcarce,06,063,6063,4.1
Balcarce,06,063,6063,5.0
Balcarce,06,063,6063,3.5
Balcarce,06,063,6063,7.3
Benito Juarez,06,084,6084,5.7
Benito Juarez,06,084,6084,1.6
Benito Juarez,06,084,6084,2.4
Benito Juarez,06,084,6084,2.6
Benito Juarez,06,084,6084,31.1
Benito Juarez,06,084,6084,6.5
Benito Juarez,06,084,6084,6.0
Benito Juarez,06,084,6084,5.5
Benito Juarez,06,084,6084,14.8
Benito Juarez,06,084,6084,20.3
Benito Juarez,06,084,6084,20.4
Benito Juarez,06,084,6084,8.8
Benito Juarez,06,084,6084,17.9
Benito Juarez,06,084,6084,14.6
Benito Juarez,06,084,6084,14.1
Benito Juarez,06,084,6084,12.2
Benito Juarez,06,084,6084,12.4
Benito Juarez,06,084,6084,14.5
Benito Juarez,06,084,6084,12.6
Benito Juarez,06,084,6084,13.8
Benito Juarez,06,084,6084,11.8
Benito Juarez,06,084,6084,76.5
Benito Juarez,06,084,6084,15.7
Benito Juarez,06,084,6084,13.8
Benito Juarez,06,084,6084,12.8
Benito Juarez,06,084,6084,10.2
Benito Juarez,06,084,6084,9.8
Benito Juarez,06,084,6084,13.8
Benito Juarez,06,084,6084,7.2
Benito Juarez,06,084,6084,11.4
Benito Juarez,06,084,6084,11.2
Benito Juarez,06,084,6084,6.8
Benito Juarez,06,084,6084,16.0
Benito Juarez,06,084,6084,8.1
Benito Juarez,06,084,6084,10.4
Benito Juarez,06,084,6084,9.7
Benito Juarez,06,084,6084,12.2
Benito Juarez,06,084,6084,11.8
Benito Juarez,06,084,6084,8.6
Benito Juarez,06,084,6084,7.5
Benito Juarez,06,084,6084,6.3
Benito Juarez,06,084,6084,5.7
Benito Juarez,06,084,6084,12.8
Benito Juarez,06,084,6084,5.2
Benito Juarez,06,084,6084,16.3
Benito Juarez,06,084,6084,8.6
Benito Juarez,06,084,6084,12.0
Benito Juarez,06,084,6084,7.0
Benito Juarez,06,084,6084,12.6
Benito Juarez,06,084,6084,10.4
Benito Juarez,06,084,6084,8.9
Benito Juarez,06,084,6084,6.6
Benito Juarez,06,084,6084,7.9
Benito Juarez,06,084,6084,3.2
Benito Juarez,06,084,6084,5.2
Benito Juarez,06,084,6084,4.5
Benito Juarez,06,084,6084,5.9
Benito Juarez,06,084,6084,6.7
Benito Juarez,06,084,6084,9.0
Benito Juarez,06,084,6084,11.8
Benito Juarez,06,084,6084,6.9
Benito Juarez,06,084,6084,5.7
Benito Juarez,06,084,6084,8.6
Benito Juarez,06,084,6084,5.2
Benito Juarez,06,084,6084,4.5
Benito Juarez,06,084,6084,3.2
Benito Juarez,06,084,6084,5.6
Benito Juarez,06,084,6084,7.9
Benito Juarez,06,084,6084,31.1
Coronel Dorrego,06,189,6189,13.2
Coronel Dorrego,06,189,6189,9.3
Coronel Dorrego,06,189,6189,10.3
Coronel Dorrego,06,189,6189,8.7
Coronel Dorrego,06,189,6189,11.5
Coronel Dorrego,06,189,6189,7.7
Coronel Dorrego,06,189,6189,7.7
Coronel Dorrego,06,189,6189,8.9
Coronel Dorrego,06,189,6189,8.9
Coronel Dorrego,06,189,6189,10.6
Coronel Dorrego,06,189,6189,11.4
Coronel Dorrego,06,189,6189,9.6
Coronel Dorrego,06,189,6189,6.5
Coronel Dorrego,06,189,6189,7.8
Coronel Dorrego,06,189,6189,8.7
Coronel Dorrego,06,189,6189,13.3
Coronel Dorrego,06,189,6189,8.8
Coronel Dorrego,06,189,6189,9.6
Coronel Dorrego,06,189,6189,3.6
Coronel Dorrego,06,189,6189,14.8
Coronel Dorrego,06,189,6189,11.3
Coronel Dorrego,06,189,6189,10.6
Coronel Dorrego,06,189,6189,9.2
Coronel Dorrego,06,189,6189,9.2
Coronel Dorrego,06,189,6189,5.4
Coronel Dorrego,06,189,6189,9.6
Coronel Dorrego,06,189,6189,7.6
Coronel Dorrego,06,189,6189,6.6
Coronel Dorrego,06,189,6189,9.3
Coronel Dorrego,06,189,6189,8.4
Coronel Dorrego,06,189,6189,5.9
Coronel Dorrego,06,189,6189,5.0
Coronel Dorrego,06,189,6189,5.6
Coronel Dorrego,06,189,6189,13.1
Coronel Dorrego,06,189,6189,10.9
Coronel Dorrego,06,189,6189,9.1
Coronel Dorrego,06,189,6189,5.5
Coronel Dorrego,06,189,6189,22.8
Coronel Dorrego,06,189,6189,8.9
Coronel Dorrego,06,189,6189,12.6
Coronel Dorrego,06,189,6189,8.0
Coronel Dorrego,06,189,6189,14.5
Coronel Dorrego,06,189,6189,12.4
Coronel Dorrego,06,189,6189,9.3
Coronel Dorrego,06,189,6189,9.8
Coronel Dorrego,06,189,6189,8.6
Coronel Dorrego,06,189,6189,15.4
Coronel Dorrego,06,189,6189,4.5
Coronel Dorrego,06,189,6189,24.1
Coronel Dorrego,06,189,6189,51.6
Coronel Dorrego,06,189,6189,7.4
Coronel Dorrego,06,189,6189,7.6
Coronel Dorrego,06,189,6189,15.4
Coronel Dorrego,06,189,6189,19.7
Coronel Dorrego,06,189,6189,15.2
Coronel Dorrego,06,189,6189,14.6
Coronel Dorrego,06,189,6189,13.5
Coronel Dorrego,06,189,6189,18.3
Coronel Dorrego,06,189,6189,11.9
Coronel Dorrego,06,189,6189,5.4
Coronel Dorrego,06,189,6189,9.4
Coronel Dorrego,06,189,6189,7.9
Coronel Dorrego,06,189,6189,11.0
Coronel Dorrego,06,189,6189,11.9
Coronel Dorrego,06,189,6189,13.5
Coronel Dorrego,06,189,6189,11.8
Coronel Dorrego,06,189,6189,15.6
Coronel Dorrego,06,189,6189,22.9
Coronel Dorrego,06,189,6189,16.9
Coronel Dorrego,06,189,6189,71.0
Coronel Dorrego,06,189,6189,18.2
Coronel Dorrego,06,189,6189,37.4
Coronel Dorrego,06,189,6189,10.3
Coronel Dorrego,06,189,6189,29.0
Coronel Dorrego,06,189,6189,11.7
Coronel Dorrego,06,189,6189,10.1
Coronel Dorrego,06,189,6189,12.5
Coronel Dorrego,06,189,6189,22.4
Coronel Dorrego,06,189,6189,13.5
Coronel Dorrego,06,189,6189,11.4
Coronel Dorrego,06,189,6189,19.3
Coronel Dorrego,06,189,6189,6.4
Coronel Dorrego,06,189,6189,9.7
Coronel Dorrego,06,189,6189,5.6
Coronel Dorrego,06,189,6189,9.9
Coronel Dorrego,06,189,6189,7.4
Coronel Dorrego,06,189,6189,4.9
Coronel Dorrego,06,189,6189,13.5
Coronel Dorrego,06,189,6189,20.1
Coronel Dorrego,06,189,6189,13.3
Coronel Dorrego,06,189,6189,7.3
Coronel Dorrego,06,189,6189,3.7
Coronel Dorrego,06,189,6189,12.8
Coronel Dorrego,06,189,6189,18.1
Coronel Dorrego,06,189,6189,15.1
Coronel Dorrego,06,189,6189,15.3
Coronel Dorrego,06,189,6189,20.4
Coronel Dorrego,06,189,6189,17.2
Coronel Dorrego,06,189,6189,11.1
Coronel Dorrego,06,189,6189,6.2
Coronel Dorrego,06,189,6189,7.7
Coronel Dorrego,06,189,6189,6.6
Coronel Dorrego,06,189,6189,29.5
Coronel Dorrego,06,189,6189,19.6
Coronel Dorrego,06,189,6189,8.4
Coronel Dorrego,06,189,6189,10.1
Coronel Dorrego,06,189,6189,13.3
Coronel Dorrego,06,189,6189,11.1
Coronel Dorrego,06,189,6189,8.8
Coronel Dorrego,06,189,6189,12.4
Coronel Dorrego,06,189,6189,17.0
Coronel Dorrego,06,189,6189,14.7
Coronel Dorrego,06,189,6189,7.3
Coronel Dorrego,06,189,6189,5.1
Coronel Dorrego,06,189,6189,8.4
Coronel Dorrego,06,189,6189,10.1
Coronel Dorrego,06,189,6189,13.3
Coronel Dorrego,06,189,6189,11.1
Coronel Dorrego,06,189,6189,8.8
Coronel Pringles,06,196,6196,14.1
Coronel Pringles,06,196,6196,11.7
Coronel Pringles,06,196,6196,27.0
Coronel Pringles,06,196,6196,10.5
Coronel Pringles,06,196,6196,37.5
Coronel Pringles,06,196,6196,15.6
Coronel Pringles,06,196,6196,16.5
Coronel Pringles,06,196,6196,13.1
Coronel Pringles,06,196,6196,8.0
Coronel Pringles,06,196,6196,7.1
Coronel Pringles,06,196,6196,10.2
Coronel Pringles,06,196,6196,21.0
Coronel Pringles,06,196,6196,11.3
Coronel Pringles,06,196,6196,25.8
Coronel Pringles,06,196,6196,18.3
Coronel Pringles,06,196,6196,9.5
Coronel Pringles,06,196,6196,17.3
Coronel Pringles,06,196,6196,13.8
Coronel Pringles,06,196,6196,6.6
Coronel Pringles,06,196,6196,12.0
Coronel Pringles,06,196,6196,18.6
Coronel Pringles,06,196,6196,18.3
Coronel Pringles,06,196,6196,16.5
Coronel Pringles,06,196,6196,29.8
Coronel Pringles,06,196,6196,21.9
Coronel Pringles,06,196,6196,36.1
Coronel Pringles,06,196,6196,11.1
Coronel Pringles,06,196,6196,9.0
Coronel Pringles,06,196,6196,13.3
Coronel Pringles,06,196,6196,15.5
Coronel Pringles,06,196,6196,17.2
Coronel Pringles,06,196,6196,14.3
Coronel Pringles,06,196,6196,29.5
Coronel Pringles,06,196,6196,59.5
Coronel Pringles,06,196,6196,19.5
Coronel Pringles,06,196,6196,31.1
Coronel Pringles,06,196,6196,17.9
Coronel Pringles,06,196,6196,45.8
Coronel Pringles,06,196,6196,18.6
Coronel Pringles,06,196,6196,12.7
Coronel Pringles,06,196,6196,45.0
Coronel Pringles,06,196,6196,17.8
Coronel Pringles,06,196,6196,18.0
Coronel Pringles,06,196,6196,44.9
Coronel Pringles,06,196,6196,7.6
Coronel Pringles,06,196,6196,9.2
Coronel Pringles,06,196,6196,8.8
Coronel Pringles,06,196,6196,11.1
Coronel Pringles,06,196,6196,18.5
Coronel Pringles,06,196,6196,13.2
Coronel Pringles,06,196,6196,14.3
Coronel Pringles,06,196,6196,15.2
Coronel Pringles,06,196,6196,50.1
Coronel Pringles,06,196,6196,11.6
Coronel Pringles,06,196,6196,9.9
Coronel Pringles,06,196,6196,38.5
Coronel Pringles,06,196,6196,14.7
Coronel Pringles,06,196,6196,27.0
Coronel Pringles,06,196,6196,31.4
Coronel Pringles,06,196,6196,48.1
Coronel Pringles,06,196,6196,21.8
Coronel Pringles,06,196,6196,40.4
Coronel Pringles,06,196,6196,13.8
Coronel Pringles,06,196,6196,10.3
Coronel Pringles,06,196,6196,13.9
Coronel Pringles,06,196,6196,23.3
Coronel Pringles,06,196,6196,15.7
Coronel Pringles,06,196,6196,27.1
Coronel Pringles,06,196,6196,10.0
Coronel Pringles,06,196,6196,69.0
Coronel Pringles,06,196,6196,5.7
Coronel Pringles,06,196,6196,19.2
Coronel Pringles,06,196,6196,10.4
Coronel Pringles,06,196,6196,5.1
Coronel Pringles,06,196,6196,34.1
Coronel Pringles,06,196,6196,6.1
Coronel Pringles,06,196,6196,8.7
Coronel Pringles,06,196,6196,21.2
Coronel Pringles,06,196,6196,16.3
Coronel Pringles,06,196,6196,22.1
Coronel Pringles,06,196,6196,5.4
Coronel Pringles,06,196,6196,17.3
Coronel Pringles,06,196,6196,19.0
Coronel Pringles,06,196,6196,15.0
Coronel Pringles,06,196,6196,13.2
Coronel Pringles,06,196,6196,9.3
Coronel Pringles,06,196,6196,10.0
Coronel Pringles,06,196,6196,9.1
Coronel Pringles,06,196,6196,22.2
Coronel Pringles,06,196,6196,12.7
Coronel Pringles,06,196,6196,38.2
Coronel Pringles,06,196,6196,5.4
Coronel Pringles,06,196,6196,18.0
Coronel Pringles,06,196,6196,11.6
Coronel Pringles,06,196,6196,16.7
Coronel Pringles,06,196,6196,18.7
Coronel Pringles,06,196,6196,18.1
Coronel Pringles,06,196,6196,14.2
Coronel Pringles,06,196,6196,8.2
Coronel Pringles,06,196,6196,18.6
Coronel Pringles,06,196,6196,36.4
Coronel Pringles,06,196,6196,86.6
Coronel Pringles,06,196,6196,73.2
Coronel Pringles,06,196,6196,21.6
Coronel Pringles,06,196,6196,47.6
Coronel Pringles,06,196,6196,22.2
Coronel Pringles,06,196,6196,25.9
Coronel Pringles,06,196,6196,20.5
Coronel Pringles,06,196,6196,14.9
Coronel Pringles,06,196,6196,10.8
Coronel Pringles,06,196,6196,14.2
Coronel Pringles,06,196,6196,8.4
Coronel Pringles,06,196,6196,13.9
Coronel Pringles,06,196,6196,17.7
Coronel Pringles,06,196,6196,10.6
Coronel Pringles,06,196,6196,13.1
Coronel Pringles,06,196,6196,9.2
Coronel Pringles,06,196,6196,10.7
Coronel Pringles,06,196,6196,9.2
Coronel Pringles,06,196,6196,10.7
Coronel Pringles,06,196,6196,24.9
Coronel Pringles,06,196,6196,20.2
Coronel Pringles,06,196,6196,17.5
Coronel Pringles,06,196,6196,28.6
Coronel Pringles,06,196,6196,30.3
Coronel Pringles,06,196,6196,33.8
Coronel Pringles,06,196,6196,21.5
Coronel Pringles,06,196,6196,35.6
Coronel Pringles,06,196,6196,28.4
Coronel Pringles,06,196,6196,10.7
Coronel Pringles,06,196,6196,10.5
Coronel Pringles,06,196,6196,18.7
Coronel Pringles,06,196,6196,15.4
Coronel Pringles,06,196,6196,13.0
Coronel Pringles,06,196,6196,11.1
Coronel Pringles,06,196,6196,6.7
Coronel Pringles,06,196,6196,19.5
Coronel Pringles,06,196,6196,5.7
Coronel Pringles,06,196,6196,3.9
Coronel Pringles,06,196,6196,11.7
Coronel Pringles,06,196,6196,2.9
