id_prof,id_hor,x,y,date,top,bottom,ph_h2o,k,soc,clay,bd,cec
6717,30282,-58.045808,-37.753701,1970-03-20,118,153,7.7,1.4,NA,18.2,NA,17.8
6720,30294,-58.07997,-37.741131,1970-03-23,0,18,7.8,0.9,1.86,16.7,NA,14.3
6720,30295,-58.07997,-37.741131,1970-03-23,18,28,8.9,1,0.91,18.1,NA,17.5
6720,30296,-58.07997,-37.741131,1970-03-23,28,55,9.4,2.4,0.39,39.5,NA,30.2
6720,30297,-58.07997,-37.741131,1970-03-23,55,75,9.3,2.5,0.17,34.2,NA,32.2
6720,30298,-58.07997,-37.741131,1970-03-23,75,120,9.2,1.9,0.15,19.9,NA,20.7
6721,30300,-58.089926,-37.690694,1970-03-17,0,23,6.8,2,3.57,21.8,NA,23.5
6721,30301,-58.089926,-37.690694,1970-03-17,23,57,6.9,0.7,2.6,19.6,NA,20.7
6721,30302,-58.089926,-37.690694,1970-03-17,57,74,8,0.3,0.31,13.9,NA,10.6
6721,30303,-58.089926,-37.690694,1970-03-17,74,100,7.7,1.4,0.29,36.8,NA,27.6
6721,30304,-58.089926,-37.690694,1970-03-17,100,135,8.7,1.7,0.14,27.9,NA,25.3
6721,30305,-58.089926,-37.690694,1970-03-17,135,165,8.8,1.8,0.06,22.6,NA,20.7
6722,30307,-58.204346,-37.685472,1970-03-18,0,38,6.5,1.8,3.65,25.8,NA,26
6722,30308,-58.204346,-37.685472,1970-03-18,38,51,6.5,0.4,2.21,26.6,NA,23.8
6722,30309,-58.204346,-37.685472,1970-03-18,51,78,7.2,1.1,0.62,35.1,NA,24.2
6722,30310,-58.204346,-37.685472,1970-03-18,78,107,7.5,1.5,0.25,34.7,NA,25
6722,30311,-58.204346,-37.685472,1970-03-18,107,138,7.5,1.3,0.19,29.1,NA,22.7
6722,30312,-58.204346,-37.685472,1970-03-18,138,147,7.6,1.3,0.12,26.4,NA,21.6
6723,30313,-58.193232,-37.833149,1970-03-19,0,12,7,2,3.53,19.7,NA,28.7
6723,30314,-58.193232,-37.833149,1970-03-19,12,24,7.1,1.8,3.22,23.2,NA,28.2
6723,30315,-58.193232,-37.833149,1970-03-19,24,35,7.3,1.3,2.21,29.9,NA,28.2
6723,30316,-58.193232,-37.833149,1970-03-19,35,60,7.5,1.4,0.99,40,NA,34.3
6723,30317,-58.193232,-37.833149,1970-03-19,60,65,NA,NA,NA,NA,NA,NA
6724,30323,-58.277976,-37.713479,1970-04-29,0,26,6.1,2,5.06,28.3,NA,34.7
6724,30324,-58.277976,-37.713479,1970-04-29,26,48,6.8,1.9,1.6,37.5,NA,35.3
6724,30325,-58.277976,-37.713479,1970-04-29,48,75,7.3,1.9,0.53,30.4,NA,32.6
6724,30326,-58.277976,-37.713479,1970-04-29,75,80,NA,NA,NA,NA,NA,NA
6726,30327,-58.276893,-37.713139,1970-04-29,0,18,6.5,2.5,4.89,26.3,NA,31.1
6726,30328,-58.276893,-37.713139,1970-04-29,18,23,NA,NA,NA,NA,NA,NA
6727,30329,-58.257797,-37.793142,1970-04-29,0,14,7.8,2.9,3.25,31.5,NA,25.8
6727,30330,-58.257797,-37.793142,1970-04-29,14,32,8.5,1.7,0.74,17.4,NA,15.5
6727,30331,-58.257797,-37.793142,1970-04-29,32,46,8.7,2,0.84,28.5,NA,21.2
6727,30332,-58.257797,-37.793142,1970-04-29,46,71,8.6,1.8,0.25,22.8,NA,18.8
6727,30333,-58.257797,-37.793142,1970-04-29,71,100,8.5,2.2,0.29,31.2,NA,25.5
6727,30334,-58.257797,-37.793142,1970-04-29,100,105,NA,NA,NA,NA,NA,NA
6729,30335,-58.415273,-37.82556,1970-06-29,0,16,7.7,2.4,6.96,29.5,NA,54.6
6729,30336,-58.415273,-37.82556,1970-06-29,16,42,8.2,0.9,0.7,16.3,NA,18.3
6729,30337,-58.415273,-37.82556,1970-06-29,42,70,8.2,1.6,0.23,29.8,NA,24.7
6729,30338,-58.415273,-37.82556,1970-06-29,70,130,8.4,1.7,0.1,19.3,NA,19.8
6729,30339,-58.415273,-37.82556,1970-06-29,130,135,NA,NA,NA,NA,NA,NA
6731,30349,-58.362508,-37.667556,1970-04-28,0,20,6.5,2.6,3.28,22.5,NA,24.5
6731,30350,-58.362508,-37.667556,1970-04-28,20,40,7.1,1.3,1.96,17.3,NA,17.5
6731,30351,-58.362508,-37.667556,1970-04-28,40,70,7.6,0.3,0.43,10.4,NA,8.9
6731,30352,-58.362508,-37.667556,1970-04-28,70,90,7.5,1,0.29,24.2,NA,19.2
6731,30353,-58.362508,-37.667556,1970-04-28,90,115,7.9,1.5,0.23,24.8,NA,21.6
6731,30354,-58.362508,-37.667556,1970-04-28,115,130,8,1.6,0.12,22.7,NA,22.2
6731,30355,-58.362508,-37.667556,1970-04-28,130,135,NA,NA,NA,NA,NA,NA
6732,30356,-58.279865,-37.805604,1970-04-28,0,14,6,2.1,4.11,22.3,NA,25.3
6732,30357,-58.279865,-37.805604,1970-04-28,14,28,6.6,1.6,3.03,21.5,NA,23.3
6732,30358,-58.279865,-37.805604,1970-04-28,28,39,7.3,0.8,1.11,15.8,NA,12.6
6732,30359,-58.279865,-37.805604,1970-04-28,39,63,8.2,2.4,0.59,43.2,NA,35.5
6732,30360,-58.279865,-37.805604,1970-04-28,63,76,8.6,1.6,0.16,19.8,NA,21.2
6732,30361,-58.279865,-37.805604,1970-04-28,76,103,8.4,1.2,0.08,12.3,NA,10.6
6733,30362,-58.481205,-37.736493,1970-04-28,0,16,6.6,2.4,4.26,30.3,NA,31.6
6733,30363,-58.481205,-37.736493,1970-04-28,16,23,6.9,1.6,2.62,32.7,NA,30.9
6733,30364,-58.481205,-37.736493,1970-04-28,23,41,6.9,1.9,1.11,45.4,NA,39.8
6733,30365,-58.481205,-37.736493,1970-04-28,41,58,7.5,1.4,0.43,37.7,NA,30.2
6733,30366,-58.481205,-37.736493,1970-04-28,58,70,7.3,1.1,0.29,27.5,NA,23.9
6733,30367,-58.481205,-37.736493,1970-04-28,70,75,NA,NA,NA,NA,NA,NA
6752,30458,-58.342681,-37.803371,1970-04-28,0,16,7.5,1.9,3.48,28.9,NA,30.5
6752,30460,-58.342681,-37.803371,1970-04-28,16,25,7.4,1.1,1.56,29,NA,23.2
6752,30461,-58.342681,-37.803371,1970-04-28,25,40,7.2,0.9,0.84,25.1,NA,21.8
6752,30463,-58.342681,-37.803371,1970-04-28,40,56,7.8,1,0.66,29.2,NA,22.2
6752,30464,-58.342681,-37.803371,1970-04-28,56,60,NA,NA,NA,NA,NA,NA
6753,30465,-58.310315,-37.823923,1970-04-28,0,16,6.8,3.5,3.46,22.7,NA,24.8
6753,30466,-58.310315,-37.823923,1970-04-28,16,37,6.4,2.3,2.7,23.7,NA,22.7
6753,30467,-58.310315,-37.823923,1970-04-28,37,55,6.8,1.5,0.86,19.3,NA,15.7
6753,30468,-58.310315,-37.823923,1970-04-28,55,81,7.2,2,0.51,31.7,NA,22.8
6753,30469,-58.310315,-37.823923,1970-04-28,81,109,7.3,1.9,0.17,24.3,NA,18.8
6753,30470,-58.310315,-37.823923,1970-04-28,109,133,7.3,1.8,0.1,22.1,NA,18.1
6753,30471,-58.310315,-37.823923,1970-04-28,133,140,7.4,1.6,0.02,21.5,NA,17.3
6754,30472,-58.359239,-37.766988,1970-04-28,0,12,6.3,1.8,3.21,20.8,NA,22.2
6754,30473,-58.359239,-37.766988,1970-04-28,12,25,6.4,1.7,3.13,21.5,NA,21.6
6754,30474,-58.359239,-37.766988,1970-04-28,25,35,6.9,1,1.62,22.8,NA,19.6
6754,30475,-58.359239,-37.766988,1970-04-28,35,49,7.1,1,0.45,28.7,NA,23
6754,30476,-58.359239,-37.766988,1970-04-28,49,75,7.4,1.1,0.29,29.8,NA,23.9
6754,30477,-58.359239,-37.766988,1970-04-28,75,96,8.1,1.8,0.14,31,NA,26.4
6754,30478,-58.359239,-37.766988,1970-04-28,96,120,7.8,1.4,0.04,20.7,NA,20.8
6902,31210,-58.046547,-37.512292,1971-03-20,0,17,7.1,3.1,9.16,30.8,NA,40.5
6902,31211,-58.046547,-37.512292,1971-03-20,17,24,8.1,1.1,1.4,16.7,NA,14.7
6902,31212,-58.046547,-37.512292,1971-03-20,24,38,8.3,1.5,0.7,19,NA,17.5
6902,31213,-58.046547,-37.512292,1971-03-20,38,60,8.4,3,0.49,41.1,NA,41.5
6902,31214,-58.046547,-37.512292,1971-03-20,60,85,8.5,2.9,0.25,41.7,NA,35.1
6902,31215,-58.046547,-37.512292,1971-03-20,85,117,8.5,2.6,0.21,30.5,NA,27.7
6903,31217,-58.178084,-37.522664,1971-03-21,0,30,6.5,3,4.48,25.7,NA,27.4
6903,31218,-58.178084,-37.522664,1971-03-21,30,43,7.1,1.7,2.34,20.7,NA,22.7
6903,31219,-58.178084,-37.522664,1971-03-21,43,58,7.5,1.1,0.21,14.7,NA,9.6
6903,31220,-58.178084,-37.522664,1971-03-21,58,85,7.3,3.3,0.39,37.2,NA,31.8
6903,31221,-58.178084,-37.522664,1971-03-21,85,101,7.4,2.9,0.25,43.5,NA,27.6
6903,31222,-58.178084,-37.522664,1971-03-21,101,140,8.3,2.8,NA,27.2,NA,26.9
6913,31268,-58.177279,-37.631523,1971-03-18,0,14,6.8,2.3,6.43,22.4,NA,25
6913,31269,-58.177279,-37.631523,1971-03-18,14,36,9,2.8,1.21,38.8,NA,28.6
6913,31270,-58.177279,-37.631523,1971-03-18,36,58,9.5,3.3,0.18,39.9,NA,32.6
6913,31271,-58.177279,-37.631523,1971-03-18,58,120,9,2.3,0.02,18.2,NA,40.1
6915,31278,-58.231727,-37.596982,1971-03-19,0,6,6,2.8,15.78,30.2,NA,46.6
6915,31279,-58.231727,-37.596982,1971-03-19,6,14,6.7,1.8,5.65,33.8,NA,31.8
6915,31280,-58.231727,-37.596982,1971-03-19,14,21,7.5,0.9,2.02,19.8,NA,17.3
6915,31281,-58.231727,-37.596982,1971-03-19,21,35,7.6,1,0.45,13.8,NA,9.1
6915,31282,-58.231727,-37.596982,1971-03-19,35,65,8.2,2.3,0.41,38.3,NA,29.7
6915,31283,-58.231727,-37.596982,1971-03-19,65,87,8.5,2.7,0.23,40,NA,33.1
6915,31284,-58.231727,-37.596982,1971-03-19,87,140,8.3,2.1,NA,27.6,NA,25
6916,31285,-58.120825,-37.576859,1971-03-19,0,26,7,2.1,3.08,21.8,NA,23.5
6916,31286,-58.120825,-37.576859,1971-03-19,26,45,8.8,16.8,0.93,41.5,NA,39.7
6916,31287,-58.120825,-37.576859,1971-03-19,45,57,NA,NA,NA,NA,NA,NA
6916,31288,-58.120825,-37.576859,1971-03-19,57,92,9.3,10.5,0.12,18.4,NA,24.6
6916,31289,-58.120825,-37.576859,1971-03-19,92,142,9.3,6.7,NA,19.1,NA,20.2
6921,31312,-58.033719,-37.628106,1971-03-18,0,8,7.6,1.7,6.12,25.6,NA,28.3
6921,31313,-58.033719,-37.628106,1971-03-18,8,16,8,1.1,5.18,24.4,NA,26.6
6921,31314,-58.033719,-37.628106,1971-03-18,16,42,8.9,0.9,0.29,15.5,NA,11.4
6921,31315,-58.033719,-37.628106,1971-03-18,42,68,9,1.7,0.35,40.3,NA,41.8
6921,31316,-58.033719,-37.628106,1971-03-18,68,96,8.8,1.7,0.16,37.4,NA,35.4
6921,31317,-58.033719,-37.628106,1971-03-18,96,126,9,1.9,NA,30.4,NA,32.8
6922,31320,-58.111576,-37.636062,1973-03-17,0,18,6.7,3.2,4.91,30.6,NA,25.9
6922,31321,-58.111576,-37.636062,1973-03-17,18,28,7.5,1.8,0.23,17.9,NA,10
6922,31322,-58.111576,-37.636062,1973-03-17,28,52,7.7,3.5,0.47,40,NA,32.1
6922,31323,-58.111576,-37.636062,1973-03-17,52,83,8,2.8,0.12,33.8,NA,27
6922,31324,-58.111576,-37.636062,1973-03-17,83,135,7.8,1.8,0.04,21.3,NA,18.9
6923,31325,-58.126832,-37.640833,1971-03-18,0,27,6.7,2.8,4.21,21.2,NA,25.4
6923,31326,-58.126832,-37.640833,1971-03-18,27,37,6.8,1.9,2.18,18.8,NA,18.1
6923,31327,-58.126832,-37.640833,1971-03-18,37,53,7,2.8,0.62,39.4,NA,30.4
6923,31328,-58.126832,-37.640833,1971-03-18,53,66,7.2,2.5,0.33,32.5,NA,25
6923,31329,-58.126832,-37.640833,1971-03-18,66,89,8,2,0.16,19.4,NA,21
6923,31330,-58.126832,-37.640833,1971-03-18,89,130,9,1.6,0.02,15.6,NA,15.6
6924,31331,-58.181098,-37.627697,1971-03-18,0,18,7.3,2.2,5.67,20.8,NA,25.4
6924,31332,-58.181098,-37.627697,1971-03-18,18,38,9.5,3.2,0.27,48.2,NA,41
6924,31333,-58.181098,-37.627697,1971-03-18,38,57,9.4,3,0.08,34.8,NA,32.3
6924,31334,-58.181098,-37.627697,1971-03-18,57,90,8.7,2.3,0.02,25.4,NA,17.1
6924,31335,-58.181098,-37.627697,1971-03-18,90,132,NA,2.2,NA,NA,NA,17.6
6924,31336,-58.181098,-37.627697,1971-03-18,132,150,8.9,NA,NA,18.4,NA,NA
6947,31444,-58.009011,-37.528806,1971-03-14,0,27,6.6,2.4,3.51,21,NA,24.1
6947,31445,-58.009011,-37.528806,1971-03-14,27,35,7.3,1.2,1.4,18.1,NA,14.4
6947,31446,-58.009011,-37.528806,1971-03-14,35,55,7.7,2.7,0.35,40.8,NA,32.8
6947,31447,-58.009011,-37.528806,1971-03-14,55,90,8.5,2.4,0.14,26,NA,16.1
6947,31448,-58.009011,-37.528806,1971-03-14,90,105,8.9,1.9,0.12,NA,NA,10.9
6947,31449,-58.009011,-37.528806,1971-03-14,105,125,9,2.1,NA,18.8,NA,21.8
6948,31456,-58.035155,-37.62661,1971-03-15,0,6,9.3,2.5,1.91,20.8,NA,22
6948,31457,-58.035155,-37.62661,1971-03-15,6,25,10.2,3.2,0.82,47.6,NA,34.5
6948,31458,-58.035155,-37.62661,1971-03-15,25,41,10.3,3.2,0.51,51,NA,40.1
6948,31459,-58.035155,-37.62661,1971-03-15,41,70,9.9,2.4,0.16,20.3,NA,23.1
6948,31460,-58.035155,-37.62661,1971-03-15,70,125,9.8,2,0.02,15.8,NA,19.1
6950,31461,-58.033561,-37.627038,1971-03-15,0,12,8,1.9,4.09,21.7,NA,19.9
6950,31462,-58.033561,-37.627038,1971-03-15,12,43,9.8,2.4,0.43,40.4,NA,33.7
6950,31463,-58.033561,-37.627038,1971-03-15,43,60,9.7,2.7,0.33,45.8,NA,37.7
6950,31464,-58.033561,-37.627038,1971-03-15,60,103,9.1,2.6,0.06,27.2,NA,30
6950,31465,-58.033561,-37.627038,1971-03-15,103,120,9.6,3.1,NA,26.4,NA,34
6958,31511,-60.889219,-36.600897,1974-11-13,0,17,NA,NA,NA,NA,NA,NA
6958,31512,-60.889219,-36.600897,1974-11-13,17,37,NA,NA,NA,NA,NA,NA
6958,31513,-60.889219,-36.600897,1974-11-13,37,48,NA,NA,NA,NA,NA,NA
6958,31514,-60.889219,-36.600897,1974-11-13,48,53,NA,NA,NA,NA,NA,NA
6959,31515,-60.789487,-36.63827,1974-11-18,0,13,NA,NA,NA,NA,NA,NA
6959,31516,-60.789487,-36.63827,1974-11-18,13,34,NA,NA,NA,NA,NA,NA
6959,31517,-60.789487,-36.63827,1974-11-18,34,60,NA,NA,NA,NA,NA,NA
6959,31518,-60.789487,-36.63827,1974-11-18,60,65,NA,NA,NA,NA,NA,NA
6960,31519,-60.918423,-36.556116,1974-11-18,0,19,NA,NA,NA,NA,NA,NA
6960,31520,-60.918423,-36.556116,1974-11-18,19,38,NA,NA,NA,NA,NA,NA
6960,31521,-60.918423,-36.556116,1974-11-18,38,66,NA,NA,NA,NA,NA,NA
6960,31522,-60.918423,-36.556116,1974-11-18,66,130,NA,NA,NA,NA,NA,NA
6961,31523,-60.545964,-36.591685,1974-11-19,0,18,NA,NA,NA,NA,NA,NA
6961,31524,-60.545964,-36.591685,1974-11-19,18,37,NA,NA,NA,NA,NA,NA
6961,31525,-60.545964,-36.591685,1974-11-19,37,52,NA,NA,NA,NA,NA,NA
6961,31526,-60.545964,-36.591685,1974-11-19,52,57,NA,NA,NA,NA,NA,NA
6962,31527,-60.625659,-36.599751,1974-11-20,0,15,NA,NA,NA,NA,NA,NA
6962,31528,-60.625659,-36.599751,1974-11-20,15,31,NA,NA,NA,NA,NA,NA
6962,31529,-60.625659,-36.599751,1974-11-20,31,44,NA,NA,NA,NA,NA,NA
6962,31530,-60.625659,-36.599751,1974-11-20,44,50,NA,NA,NA,NA,NA,NA
7002,31745,-60.428093,-36.636722,1969-05-29,0,16,7.9,0.9,2.57,21.1,NA,23.5
7002,31746,-60.428093,-36.636722,1969-05-29,16,39,8.9,2,0.73,48.2,NA,35.8
7092,32256,-58.007499,-37.528841,1971-03-13,0,18,7.5,2,3.32,20.3,NA,19.9
7092,32257,-58.007499,-37.528841,1971-03-13,18,44,9,3,1.42,47.5,NA,42
7092,32258,-58.007499,-37.528841,1971-03-13,44,76,9.5,2.6,0.08,21.4,NA,22.7
7092,32259,-58.007499,-37.528841,1971-03-13,76,104,9.5,2.2,0.18,NA,NA,22
7092,32260,-58.007499,-37.528841,1971-03-13,104,125,9,2.4,NA,21.2,NA,24.4
7093,32261,-58.010279,-37.52838,1971-03-13,0,23,7.2,2.1,3.17,21.5,NA,21.8
7093,32262,-58.010279,-37.52838,1971-03-13,23,36,7.5,1.3,1.38,15.7,NA,14.9
7093,32263,-58.010279,-37.52838,1971-03-13,36,54,8,1.1,0.16,11.8,NA,8.4
7093,32264,-58.010279,-37.52838,1971-03-13,54,70,8.3,2.2,0.36,36.8,NA,27.1
7093,32265,-58.010279,-37.52838,1971-03-13,70,125,9,2.5,0.14,NA,NA,17.1
7094,32266,-58.008111,-37.529313,1971-03-13,0,28,7.5,1.7,3.28,20.6,NA,21.8
7094,32267,-58.008111,-37.529313,1971-03-13,28,36,8,1,1.1,14.2,NA,15
7094,32268,-58.008111,-37.529313,1971-03-13,36,61,9.1,3.1,0.71,41.8,NA,29.2
7094,32269,-58.008111,-37.529313,1971-03-13,61,75,9.2,2.4,0.45,31.5,NA,19.5
7094,32270,-58.008111,-37.529313,1971-03-13,75,96,9.7,2,0.16,18.6,NA,13.7
7094,32271,-58.008111,-37.529313,1971-03-13,96,124,9.5,1.8,NA,14.7,NA,11.9
7123,32421,-61.089923,-36.731201,1989-12-05,0,23,5.9,0.9,2.9,22.4,NA,23.5
7123,32422,-61.089923,-36.731201,1989-12-05,23,33,7.3,0.7,0.64,15.1,NA,15.1
7123,32423,-61.089923,-36.731201,1989-12-05,33,53,7.6,2.7,0.57,43.4,NA,40.9
7123,32424,-61.089923,-36.731201,1989-12-05,53,60,9,2.4,0.47,31.7,NA,39.2
7123,32973,-61.089923,-36.731201,1989-12-05,60,65,NA,NA,NA,NA,NA,NA
7124,32425,-61.115153,-36.786269,1989-12-06,0,20,7,1.4,1.1,17.4,NA,15.3
7124,32426,-61.115153,-36.786269,1989-12-06,20,42,9.4,2.9,0.42,43.7,NA,42
7124,32427,-61.115153,-36.786269,1989-12-06,42,60,9.8,2.9,0.16,38.9,NA,42
7124,32971,-61.115153,-36.786269,1989-12-06,60,65,NA,NA,NA,NA,NA,NA
7125,32428,-61.122648,-36.820767,1989-12-06,0,25,6.7,1.4,2.2,27.5,NA,30.6
7125,32429,-61.122648,-36.820767,1989-12-06,25,47,7.3,0.8,0.74,52.2,NA,34.2
7125,32430,-61.122648,-36.820767,1989-12-06,47,70,7.5,1,0.43,49.5,NA,36.6
7125,32972,-61.122648,-36.820767,1989-12-06,70,75,NA,NA,NA,NA,NA,NA
7127,32437,-58.474874,-37.463898,1969-10-03,0,8,9.6,2.6,1.24,22.5,NA,19.4
7127,32439,-58.474874,-37.463898,1969-10-03,8,54,9.7,3.3,0.84,48,NA,35.6
7127,32440,-58.474874,-37.463898,1969-10-03,54,110,NA,NA,NA,NA,NA,NA
7127,32438,-58.474874,-37.463898,1969-10-03,110,150,9.1,1.6,0.09,NA,NA,17.3
7131,32454,-60.540554,-36.787317,1973-06-06,0,19,NA,3.1,5.63,NA,NA,NA
7131,32455,-60.540554,-36.787317,1973-06-06,19,30,NA,2.1,4.17,NA,NA,NA
7131,32456,-60.540554,-36.787317,1973-06-06,30,41,NA,1.9,2.77,NA,NA,NA
7131,32457,-60.540554,-36.787317,1973-06-06,41,65,NA,1.8,1.4,NA,NA,NA
7131,32458,-60.540554,-36.787317,1973-06-06,65,93,NA,1.9,1.04,NA,NA,NA
7131,32459,-60.540554,-36.787317,1973-06-06,93,114,NA,2.3,0.81,NA,NA,NA
7131,32460,-60.540554,-36.787317,1973-06-06,114,147,NA,2,NA,NA,NA,NA
7132,32461,-60.576648,-36.769378,1973-06-07,0,18,NA,1.2,3.84,NA,NA,NA
7132,32989,-60.576648,-36.769378,1973-06-07,18,25,NA,NA,NA,NA,NA,NA
7133,32462,-60.666158,-36.715026,1973-06-07,0,15,NA,2.6,8.18,NA,NA,NA
7133,32990,-60.666158,-36.715026,1973-06-07,15,20,NA,NA,NA,NA,NA,NA
7134,32463,-60.667167,-36.714447,1973-06-07,0,20,NA,2.8,3.92,NA,NA,NA
7134,32464,-60.667167,-36.714447,1973-06-07,20,33,NA,1.8,0.9,NA,NA,NA
7134,32991,-60.667167,-36.714447,1973-06-07,33,38,NA,NA,NA,NA,NA,NA
7136,32470,-60.607197,-36.767201,1973-07-05,0,22,6.3,0.9,2.59,27.6,NA,21.4
7136,32471,-60.607197,-36.767201,1973-07-05,22,39,7.3,0.8,1.67,36.4,NA,24.1
7136,32652,-60.607197,-36.767201,1973-07-05,39,45,NA,NA,NA,NA,NA,NA
7137,32472,-60.802745,-36.944838,1974-04-23,0,22,NA,2.9,4.25,NA,NA,NA
7137,32473,-60.802745,-36.944838,1974-04-23,22,42,NA,1.6,0.96,NA,NA,NA
7137,32474,-60.802745,-36.944838,1974-04-23,42,58,NA,1.3,0.57,NA,NA,NA
7137,32653,-60.802745,-36.944838,1974-04-23,58,63,NA,NA,NA,NA,NA,NA
7138,32475,-60.887285,-36.895205,1974-04-24,0,15,NA,1.9,3.79,NA,NA,NA
7138,32654,-60.887285,-36.895205,1974-04-24,15,20,NA,NA,NA,NA,NA,NA
7139,32476,-60.802733,-36.942713,1974-06-21,0,25,NA,NA,NA,NA,NA,NA
7139,32477,-60.802733,-36.942713,1974-06-21,25,40,NA,NA,NA,NA,NA,NA
7139,32478,-60.802733,-36.942713,1974-06-21,40,58,NA,NA,NA,NA,NA,NA
7139,32479,-60.802733,-36.942713,1974-06-21,58,73,NA,NA,NA,NA,NA,NA
7139,32480,-60.802733,-36.942713,1974-06-21,73,100,NA,NA,NA,NA,NA,NA
7139,32481,-60.802733,-36.942713,1974-06-21,100,130,NA,NA,NA,NA,NA,NA
7140,32482,-60.646584,-36.963248,1974-04-23,0,12,NA,1.4,2.53,NA,NA,NA
7140,32483,-60.646584,-36.963248,1974-04-23,12,35,NA,3.7,0.95,NA,NA,NA
7140,32484,-60.646584,-36.963248,1974-04-23,35,50,NA,3.2,0.38,NA,NA,NA
7140,33066,-60.646584,-36.963248,1974-04-23,50,55,NA,NA,NA,NA,NA,NA
7141,32485,-60.690893,-36.910177,1974-06-24,0,21,NA,NA,NA,NA,NA,NA
7141,32486,-60.690893,-36.910177,1974-06-24,21,46,NA,NA,NA,NA,NA,NA
7141,32487,-60.690893,-36.910177,1974-06-24,46,70,NA,NA,NA,NA,NA,NA
7142,32488,-60.589781,-36.916725,1974-06-24,0,18,NA,NA,NA,NA,NA,NA
7142,32489,-60.589781,-36.916725,1974-06-24,18,45,NA,NA,NA,NA,NA,NA
7145,32500,-60.459493,-36.762199,1969-05-29,0,27,6.6,1.7,2.62,20.9,NA,23.2
7145,32501,-60.459493,-36.762199,1969-05-29,27,36,6.4,1.3,1.05,24.2,NA,20
7145,32502,-60.459493,-36.762199,1969-05-29,36,57,6.9,1.7,0.68,29.6,NA,24.6
7145,32503,-60.459493,-36.762199,1969-05-29,57,72,7.2,1.5,0.28,21.4,NA,19.3
7145,32504,-60.459493,-36.762199,1969-05-29,72,120,7.2,1.5,0.1,15.2,NA,14.7
7153,32552,-60.448949,-36.742647,1971-08-24,0,19,6.6,2.9,2.94,24.6,NA,22.1
7153,32553,-60.448949,-36.742647,1971-08-24,19,32,6.8,2.3,1.8,25.5,NA,21.1
7153,32554,-60.448949,-36.742647,1971-08-24,32,44,7,2.3,1.08,29.1,NA,19.9
7153,32555,-60.448949,-36.742647,1971-08-24,44,70,7,2,0.57,31.4,NA,19.1
7153,32556,-60.448949,-36.742647,1971-08-24,70,92,7.2,1.8,0.27,25.8,NA,16.7
7153,32557,-60.448949,-36.742647,1971-08-24,92,136,7.1,1.7,0.1,20.5,NA,15.1
7154,32558,-60.396951,-36.808029,1971-08-24,0,23,6.2,2.2,2.98,21.6,NA,21.1
7154,32559,-60.396951,-36.808029,1971-08-24,23,35,6.5,1.2,0.9,20.9,NA,14.2
7154,32560,-60.396951,-36.808029,1971-08-24,35,61,7.1,1.6,0.61,33.8,NA,21
7154,32561,-60.396951,-36.808029,1971-08-24,61,87,7.2,1.5,0.2,18.5,NA,15.2
7154,32562,-60.396951,-36.808029,1971-08-24,87,114,8.2,2,0.06,16.6,NA,14.9
7155,32563,-60.394567,-36.809557,1971-08-24,0,15,9.6,1.9,1.4,20.2,NA,23.9
7155,32564,-60.394567,-36.809557,1971-08-24,15,26,9.8,1.7,0.51,41.4,NA,38.4
7155,32565,-60.394567,-36.809557,1971-08-24,26,50,9.7,2.3,0.23,48.4,NA,44.5
7155,34688,-60.394567,-36.809557,1971-08-24,50,55,NA,NA,NA,NA,NA,NA
7156,32566,-60.32452,-36.807205,1971-08-25,0,31,7.4,1.5,2.85,27.8,NA,24.9
7156,34689,-60.32452,-36.807205,1971-08-25,31,35,NA,NA,NA,NA,NA,NA
7157,32567,-60.325179,-36.804254,1971-08-25,0,16,6.2,2.1,3.78,33.1,NA,26.3
7157,32568,-60.325179,-36.804254,1971-08-25,16,26,6.5,1.4,2.54,33.7,NA,24.6
7157,32569,-60.325179,-36.804254,1971-08-25,26,35,6.9,1.2,1.21,38.2,NA,22.5
7157,32570,-60.325179,-36.804254,1971-08-25,35,57,7.1,1.4,0.76,46.5,NA,24.9
7157,32571,-60.325179,-36.804254,1971-08-25,57,90,7.2,1.6,0.45,47.8,NA,27
7157,34690,-60.325179,-36.804254,1971-08-25,90,95,NA,NA,NA,NA,NA,NA
7158,32572,-60.301125,-36.678959,1971-08-25,0,27,6.5,1.7,3.39,34.2,NA,25.7
7158,32573,-60.301125,-36.678959,1971-08-25,27,48,7,1.9,0.74,36.1,NA,17.6
7158,32574,-60.301125,-36.678959,1971-08-25,48,75,7.3,1.9,0.47,39.3,NA,20.4
7158,32575,-60.301125,-36.678959,1971-08-25,75,96,7.3,2,0.19,42.4,NA,23.3
7158,32576,-60.301125,-36.678959,1971-08-25,96,118,7.5,1.8,NA,32.1,NA,21.2
7158,32577,-60.301125,-36.678959,1971-08-25,118,145,7.5,1.6,NA,26.5,NA,18.4
7159,32583,-60.289899,-36.737814,1971-08-26,0,20,6.6,2.1,3.04,28.5,NA,23.1
7159,32584,-60.289899,-36.737814,1971-08-26,20,29,7.6,1.9,0.94,32.4,NA,20.6
7159,32585,-60.289899,-36.737814,1971-08-26,29,49,8.3,2.6,0.45,51.4,NA,33.2
7159,32586,-60.289899,-36.737814,1971-08-26,49,63,9.1,2.6,0.21,40.4,NA,36.9
7159,32587,-60.289899,-36.737814,1971-08-26,63,95,9.1,1.9,0.14,31.2,NA,31
7159,34691,-60.289899,-36.737814,1971-08-26,95,100,NA,NA,NA,NA,NA,NA
