id_prof,id_hor,x,y,date,top,bottom,ph_h2o,k,soc,clay,bd,cec
7374,33669,-60.123392,-37.03763,1973-02-08,68,88,7.3,0.9,0.24,32,NA,23.3
7374,33670,-60.123392,-37.03763,1973-02-08,88,110,7.4,0.8,NA,27.8,NA,20.4
7374,33671,-60.123392,-37.03763,1973-02-08,110,125,7.5,1.5,NA,24.3,NA,19.8
7376,33680,-60.147112,-37.28758,1972-02-05,0,18,6.3,0.6,2.77,34.1,NA,26.1
7376,33681,-60.147112,-37.28758,1972-02-05,18,38,7.7,1.1,1.44,48,NA,26.1
7376,34784,-60.147112,-37.28758,1972-02-05,38,45,NA,NA,NA,NA,NA,NA
7378,33683,-60.146141,-37.289071,1972-01-30,0,17,7.9,1.3,2.18,32.6,NA,21.4
7378,33684,-60.146141,-37.289071,1972-01-30,17,35,9,1.2,0.81,51.6,NA,25.8
7378,35017,-60.146141,-37.289071,1972-01-30,35,40,NA,NA,NA,NA,NA,NA
7379,33685,-60.465723,-37.285146,1973-02-08,0,21,6.3,2.7,2.74,28.2,NA,25.3
7379,33686,-60.465723,-37.285146,1973-02-08,21,30,6.8,2.2,2.14,31.5,NA,26.3
7379,33687,-60.465723,-37.285146,1973-02-08,30,67,7.3,1.5,0.85,35.1,NA,26.8
7379,34871,-60.465723,-37.285146,1973-02-08,67,70,NA,NA,NA,NA,NA,NA
7382,33699,-60.186951,-37.317651,1973-02-05,0,20,6.6,2.7,3.11,31.8,NA,28.2
7382,33700,-60.186951,-37.317651,1973-02-05,20,31,7.1,2,1.22,34.2,NA,24.6
7382,33701,-60.186951,-37.317651,1973-02-05,31,55,7.6,2.5,0.63,40.2,NA,29
7382,33702,-60.186951,-37.317651,1973-02-05,55,75,7.7,2.6,0.31,40.5,NA,31
7382,33703,-60.186951,-37.317651,1973-02-05,75,90,8.6,2.1,0.18,26.9,NA,19.7
7382,33704,-60.186951,-37.317651,1973-02-05,90,115,9,NA,NA,NA,NA,NA
7383,33705,-60.190396,-37.31719,1973-01-31,0,15,6.2,2.3,3.29,28.6,NA,27.4
7383,33706,-60.190396,-37.31719,1973-01-31,15,22,6.6,1.6,2.9,33.6,NA,26.1
7383,33707,-60.190396,-37.31719,1973-01-31,22,45,7.8,1.3,0.59,39.5,NA,26.6
7383,33708,-60.190396,-37.31719,1973-01-31,45,60,8.2,1.7,0.35,41.6,NA,31.4
7383,33709,-60.190396,-37.31719,1973-01-31,60,83,8.7,2.1,0.17,43.2,NA,36.4
7383,33710,-60.190396,-37.31719,1973-01-31,83,117,9,1.9,0.13,37.7,NA,36.1
7383,33711,-60.190396,-37.31719,1973-01-31,117,125,NA,NA,NA,NA,NA,NA
7384,33712,-60.208073,-37.303179,1973-02-01,0,19,6.5,3.8,4.74,27,NA,35.3
7384,33713,-60.208073,-37.303179,1973-02-01,19,29,6.7,1.7,2.44,32.6,NA,26.5
7384,33714,-60.208073,-37.303179,1973-02-01,29,65,7.2,1.7,0.63,37.8,NA,23.8
7384,33715,-60.208073,-37.303179,1973-02-01,65,96,7.4,1.5,0.24,28.4,NA,19.5
7384,33716,-60.208073,-37.303179,1973-02-01,96,129,7.7,1.6,NA,22.5,NA,19.9
7385,33717,-60.07863,-37.290373,1973-01-30,0,17,6.2,3.2,4.18,28.1,NA,31.3
7385,33718,-60.07863,-37.290373,1973-01-30,17,26,7.1,1.5,1.24,26.8,NA,21.8
7385,33719,-60.07863,-37.290373,1973-01-30,26,47,6.9,2,0.59,40,NA,30.5
7385,33720,-60.07863,-37.290373,1973-01-30,47,62,7.3,2.1,0.46,38.6,NA,30
7385,33721,-60.07863,-37.290373,1973-01-30,62,73,7.4,2,0.2,32.8,NA,27.2
7385,35018,-60.07863,-37.290373,1973-01-30,73,78,NA,NA,NA,NA,NA,NA
7386,33722,-60.129082,-37.307234,1973-01-30,0,19,6.2,2.9,3.92,27.2,NA,27.3
7386,33723,-60.129082,-37.307234,1973-01-30,19,32,7,1.1,0.88,24.7,NA,14
7386,33724,-60.129082,-37.307234,1973-01-30,32,51,7.4,2,0.61,37.1,NA,33.7
7386,33725,-60.129082,-37.307234,1973-01-30,51,69,7.7,1.8,0.22,30.2,NA,29.4
7386,33726,-60.129082,-37.307234,1973-01-30,69,90,8.2,1.8,0.15,25.1,NA,24
7386,35016,-60.129082,-37.307234,1973-01-30,90,95,NA,NA,NA,NA,NA,NA
7387,33727,-60.140971,-37.256894,1972-01-30,0,22,6.2,1.9,6.17,30.1,NA,39.7
7387,33728,-60.140971,-37.256894,1972-01-30,22,31,7.5,0.7,1.51,28.1,NA,24.6
7387,33729,-60.140971,-37.256894,1972-01-30,31,64,7.5,1.8,0.94,43.2,NA,33.2
7387,33730,-60.140971,-37.256894,1972-01-30,64,93,8.4,1.8,0.18,42.5,NA,34.8
7387,33731,-60.140971,-37.256894,1972-01-30,93,135,8.5,1.2,NA,30.6,NA,21.4
7388,33732,-60.247597,-37.225804,1972-07-25,0,22,6.4,3.2,4.17,30.3,NA,31.8
7388,33733,-60.247597,-37.225804,1972-07-25,22,32,7,2.1,2.35,42.8,NA,29.8
7388,33734,-60.247597,-37.225804,1972-07-25,32,48,7.3,2.4,1.01,53.4,NA,32.8
7388,33735,-60.247597,-37.225804,1972-07-25,48,71,7.4,2.5,0.72,60.2,NA,44.9
7388,34870,-60.247597,-37.225804,1972-07-25,71,75,NA,NA,NA,NA,NA,NA
7389,33736,-60.4517,-37.287135,1973-02-08,0,21,6.4,3,3.77,30,NA,29.3
7389,33737,-60.4517,-37.287135,1973-02-08,21,29,7.2,2,1.59,30.9,NA,20.8
7389,33738,-60.4517,-37.287135,1973-02-08,29,44,7.6,2.7,0.87,49.7,NA,33.8
7389,33739,-60.4517,-37.287135,1973-02-08,44,59,8.1,2.4,0.33,40.3,NA,28.1
7389,33740,-60.4517,-37.287135,1973-02-08,59,75,9.1,2,0.09,15.8,NA,17.6
7390,33741,-60.302303,-37.27099,1972-09-01,0,13,NA,NA,NA,NA,NA,NA
7390,33742,-60.302303,-37.27099,1972-09-01,13,21,7.9,1.7,3.78,28.9,NA,29.1
7390,33743,-60.302303,-37.27099,1972-09-01,21,40,8.6,1.5,0.68,48.9,NA,35.5
7390,33744,-60.302303,-37.27099,1972-09-01,40,65,8.7,1.9,0.38,53.8,NA,41.1
7390,33745,-60.302303,-37.27099,1972-09-01,65,102,8.9,2,0.12,27.8,NA,35.8
7390,35006,-60.302303,-37.27099,1972-09-01,102,105,NA,NA,NA,NA,NA,NA
7391,33746,-60.331523,-37.251634,1972-08-31,0,13,7.5,2.4,4.96,32.3,NA,33.8
7391,33747,-60.331523,-37.251634,1972-08-31,13,23,8.1,1.4,1.31,30.9,NA,23.5
7391,33748,-60.331523,-37.251634,1972-08-31,23,40,8.3,1.6,0.46,41.2,NA,26.3
7391,33749,-60.331523,-37.251634,1972-08-31,40,56,8.5,2.1,0.32,60.8,NA,52.3
7391,33750,-60.331523,-37.251634,1972-08-31,56,70,8.7,2,0.28,44.8,NA,37
7391,33751,-60.331523,-37.251634,1972-08-31,70,94,8.7,1.7,0.1,29.2,NA,45.8
7391,33752,-60.331523,-37.251634,1972-08-31,94,110,8.9,NA,NA,NA,NA,NA
7392,33753,-60.404415,-37.189563,1972-08-31,0,13,8,1.5,2.94,26.8,NA,21.8
7392,33754,-60.404415,-37.189563,1972-08-31,13,27,9.1,1.5,0.89,52.8,NA,47
7392,33755,-60.404415,-37.189563,1972-08-31,27,46,9.2,1.8,0.5,54.6,NA,42.8
7392,34880,-60.404415,-37.189563,1972-08-31,46,50,NA,NA,NA,NA,NA,NA
7393,33756,-60.429718,-37.19671,1972-07-24,0,19,7.3,3.7,4.65,28.2,NA,31.5
7393,33757,-60.429718,-37.19671,1972-07-24,19,28,7.3,3.5,2.07,32.4,NA,25.8
7393,33758,-60.429718,-37.19671,1972-07-24,28,55,7.3,2.8,0.72,36.8,NA,24.5
7393,33759,-60.429718,-37.19671,1972-07-24,55,63,7.5,1.1,0.18,26.2,NA,21.9
7393,33760,-60.429718,-37.19671,1972-07-24,63,95,8.8,2.5,0.24,26.2,NA,30.8
7393,34873,-60.429718,-37.19671,1972-07-24,95,100,NA,NA,NA,NA,NA,NA
7394,33761,-60.432994,-37.201254,1972-07-21,0,16,9.4,2.1,1.31,24.6,NA,17.5
7394,33762,-60.432994,-37.201254,1972-07-21,16,34,9.8,4,0.78,60.4,NA,44.7
7394,33763,-60.432994,-37.201254,1972-07-21,34,50,9.9,3.8,0.36,49.1,NA,40.8
7394,33764,-60.432994,-37.201254,1972-07-21,50,60,NA,NA,NA,NA,NA,NA
7394,34872,-60.432994,-37.201254,1972-07-21,60,65,NA,NA,NA,NA,NA,NA
7395,33765,-60.320538,-37.244187,1972-06-01,0,25,6.3,3.6,4.44,33.7,NA,28.5
7395,33766,-60.320538,-37.244187,1972-06-01,25,36,6.8,2.1,1.82,36.4,NA,25.3
7395,33767,-60.320538,-37.244187,1972-06-01,36,63,7.5,1.6,0.53,46.1,NA,28.1
7395,33768,-60.320538,-37.244187,1972-06-01,63,73,7.9,1.5,0.25,39.2,NA,27
7395,35095,-60.320538,-37.244187,1972-06-01,73,78,NA,NA,NA,NA,NA,NA
7408,33834,-59.543054,-37.314227,1972-04-25,0,16,6.7,2.8,5.99,31.9,NA,34.9
7408,33835,-59.543054,-37.314227,1972-04-25,16,28,6.8,2.2,5.12,30.8,NA,35.3
7408,35015,-59.543054,-37.314227,1972-04-25,28,35,NA,NA,NA,NA,NA,NA
7410,33841,-59.620239,-37.286183,1972-04-24,0,18,8.3,2.8,5.46,32.2,NA,37.8
7410,33842,-59.620239,-37.286183,1972-04-24,18,33,8.6,NA,1.9,NA,NA,NA
7410,33843,-59.620239,-37.286183,1972-04-24,38,47,8.7,NA,3.26,NA,NA,NA
7410,33844,-59.620239,-37.286183,1972-04-24,47,67,8.8,NA,3.54,NA,NA,NA
7410,33845,-59.620239,-37.286183,1972-04-24,67,100,9,NA,0.59,NA,NA,NA
7410,33846,-59.620239,-37.286183,1972-04-24,100,135,9,NA,NA,NA,NA,NA
7411,33847,-59.672782,-37.24825,1972-04-24,0,16,6.2,3.5,4.59,29.8,NA,33.2
7411,33848,-59.672782,-37.24825,1972-04-24,16,32,6.3,2.6,3.41,28.1,NA,31.5
7411,33849,-59.672782,-37.24825,1972-04-24,32,55,7,2.1,1.53,39.8,NA,26.9
7411,33850,-59.672782,-37.24825,1972-04-24,55,102,7.3,2.2,1.02,43.2,NA,28.5
7411,33851,-59.672782,-37.24825,1972-04-24,102,128,7.8,1.6,NA,33.4,NA,19.7
7411,33852,-59.672782,-37.24825,1972-04-24,128,150,7.8,1.8,NA,30.1,NA,22
7411,33853,-59.672782,-37.24825,1972-04-24,150,190,7.4,1.6,NA,23.2,NA,17
7411,33854,-59.672782,-37.24825,1972-04-24,190,230,7.8,1.4,NA,20.3,NA,14.5
7420,33904,-59.4297,-37.217766,1971-12-15,0,22,6.5,1.9,4.29,32.8,NA,29.4
7420,33905,-59.4297,-37.217766,1971-12-15,22,35,7,1,1.7,34.3,NA,22.7
7420,33906,-59.4297,-37.217766,1971-12-15,35,64,7.3,1.6,0.63,51.6,NA,32.6
7420,33907,-59.4297,-37.217766,1971-12-15,64,70,NA,NA,NA,NA,NA,NA
7421,33908,-59.343285,-37.298616,1971-12-15,0,10,8.3,2.1,5.77,30.5,NA,32
7421,33909,-59.343285,-37.298616,1971-12-15,10,15,NA,NA,NA,NA,NA,NA
7422,33910,-59.284994,-37.285865,1971-12-15,0,18,6.4,3.8,5.77,33.7,NA,38.1
7422,33911,-59.284994,-37.285865,1971-12-15,18,25,NA,NA,NA,NA,NA,NA
7423,33912,-59.439137,-37.271515,1971-12-15,120,140,7.7,NA,NA,8.8,NA,NA
7424,33913,-59.069051,-37.323576,1971-12-15,0,7,6.8,1.1,4.26,23.7,NA,19.4
7424,35170,-59.069051,-37.323576,1971-12-15,7,10,NA,NA,NA,NA,NA,NA
7426,33926,-59.33689,-37.280895,1971-12-15,0,27,7.8,1.7,3.22,32.2,NA,30.6
7426,33927,-59.33689,-37.280895,1971-12-15,27,44,8.3,0.9,1.92,30.8,NA,33.1
7426,33928,-59.33689,-37.280895,1971-12-15,44,68,8.5,NA,1.83,NA,NA,NA
7426,33929,-59.33689,-37.280895,1971-12-15,68,100,NA,NA,NA,NA,NA,NA
7426,33930,-59.33689,-37.280895,1971-12-15,100,153,NA,NA,NA,NA,NA,NA
7434,33982,-59.208726,-37.262393,1971-12-10,0,20,7,2.2,3.11,28.6,NA,27.4
7434,33983,-59.208726,-37.262393,1971-12-10,20,46,7.3,2.3,1.11,56.2,NA,42
7434,33984,-59.208726,-37.262393,1971-12-10,46,56,NA,NA,NA,NA,NA,NA
7434,33985,-59.208726,-37.262393,1971-12-10,56,70,8.6,NA,NA,NA,NA,NA
7435,33986,-59.016976,-37.314387,1971-12-10,0,15,6,2.9,3.77,27.8,NA,28.4
7435,33987,-59.016976,-37.314387,1971-12-10,15,32,6.8,1.8,3.29,36.2,NA,26.4
7435,33988,-59.016976,-37.314387,1971-12-10,32,47,6.9,1,1.57,38.3,NA,20
7435,33989,-59.016976,-37.314387,1971-12-10,47,74,7.1,1.2,0.59,41.4,NA,19.5
7435,33990,-59.016976,-37.314387,1971-12-10,74,100,7.2,2.1,0.46,46.3,NA,27
7435,33991,-59.016976,-37.314387,1971-12-10,100,139,7.5,2,NA,36.7,NA,22.8
7435,33992,-59.016976,-37.314387,1971-12-10,139,147,7.6,1.6,NA,27.1,NA,15
7436,33993,-59.01738,-37.304976,1971-12-10,0,25,6.7,1.9,3.11,23.4,NA,21.4
7436,33994,-59.01738,-37.304976,1971-12-10,25,37,6.9,0.8,1.41,28.3,NA,16.5
7436,33995,-59.01738,-37.304976,1971-12-10,37,74,7.2,1.4,0.55,41.7,NA,22.3
7436,33996,-59.01738,-37.304976,1971-12-10,74,105,7.4,1.2,0.2,26.5,NA,16.5
7436,33997,-59.01738,-37.304976,1971-12-10,105,140,7.3,1.3,NA,20.7,NA,14.2
7437,33998,-59.242202,-37.171807,1971-12-03,0,20,6.3,3,3.73,30.8,NA,25.4
7437,33999,-59.242202,-37.171807,1971-12-03,20,52,7,1.9,0.69,30.7,NA,14.5
7437,34000,-59.242202,-37.171807,1971-12-03,52,79,7.4,2.8,0.34,46.4,NA,31.2
7437,34001,-59.242202,-37.171807,1971-12-03,79,91,8,2.8,0.15,33.2,NA,26.7
7437,34002,-59.242202,-37.171807,1971-12-03,91,100,8.7,NA,0.26,NA,NA,NA
7438,34003,-59.408573,-37.25229,1971-12-15,0,15,6.3,3.3,4.88,30.1,NA,35.1
7438,34004,-59.408573,-37.25229,1971-12-15,15,37,6.8,2.8,3.59,36.3,NA,35.5
7438,34005,-59.408573,-37.25229,1971-12-15,37,52,7,1.4,1.66,45.9,NA,28.1
7438,34006,-59.408573,-37.25229,1971-12-15,52,114,7.4,1.9,1.16,47.4,NA,29.9
7438,34007,-59.408573,-37.25229,1971-12-15,114,156,7.5,1.8,NA,42.2,NA,23.2
7438,34008,-59.408573,-37.25229,1971-12-15,156,170,7.5,2.1,NA,30.2,NA,20.8
7439,34009,-59.331453,-37.251502,1971-12-15,0,15,6.1,3.1,3.37,28.9,NA,25.8
7439,34010,-59.331453,-37.251502,1971-12-15,15,30,6.5,2.9,2.89,26.2,NA,21.6
7439,34011,-59.331453,-37.251502,1971-12-15,30,36,6.9,2,1.26,22.9,NA,14.7
7439,34012,-59.331453,-37.251502,1971-12-15,36,59,7.2,3.3,0.61,55.8,NA,31.4
7439,34013,-59.331453,-37.251502,1971-12-15,59,90,8.6,2.9,0.17,36.7,NA,30
7439,34014,-59.331453,-37.251502,1971-12-15,90,144,8.9,2.1,NA,18.3,NA,18.1
7439,34015,-59.331453,-37.251502,1971-12-15,144,160,9.4,1.5,NA,14.6,NA,14.2
7440,34016,-59.200987,-37.07977,1971-12-10,0,18,6.7,1.9,3.29,27.6,NA,19.7
7440,34017,-59.200987,-37.07977,1971-12-10,18,39,7.6,1.1,0.35,23.6,NA,9.7
7440,34018,-59.200987,-37.07977,1971-12-10,39,65,7.8,1.5,0.2,43.5,NA,22.6
7440,34019,-59.200987,-37.07977,1971-12-10,65,82,7.7,1.9,0.15,44.8,NA,31.1
7440,34020,-59.200987,-37.07977,1971-12-10,82,118,8.6,1.8,0.09,27.4,NA,29.4
7440,34021,-59.200987,-37.07977,1971-12-10,118,130,8.6,1.9,NA,24.4,NA,28
7441,34022,-59.237883,-37.009414,1971-12-03,0,11,9.4,1.8,1.87,24.2,NA,19.7
7441,34023,-59.237883,-37.009414,1971-12-03,11,45,9.7,3.3,0.63,55.3,NA,49
7441,34024,-59.237883,-37.009414,1971-12-03,45,57,9.7,NA,0.34,NA,NA,NA
7441,34025,-59.237883,-37.009414,1971-12-03,57,70,9.4,NA,0.17,NA,NA,NA
7441,35213,-59.237883,-37.009414,1971-12-03,70,75,NA,NA,NA,NA,NA,NA
7442,34026,-59.224751,-37.021845,1971-12-03,0,28,6,3.2,3.84,30.2,NA,26.8
7442,34027,-59.224751,-37.021845,1971-12-03,28,42,7,2.6,0.69,19.4,NA,10.6
7442,34028,-59.224751,-37.021845,1971-12-03,42,72,7.2,3.5,0.47,48.2,NA,28.3
7442,34029,-59.224751,-37.021845,1971-12-03,72,98,8.6,2.6,0.13,21.1,NA,24.8
7442,34030,-59.224751,-37.021845,1971-12-03,98,117,8.7,2.1,NA,20.2,NA,19.7
7442,35203,-59.224751,-37.021845,1971-12-03,117,125,NA,NA,NA,NA,NA,NA
7443,34031,-59.221128,-37.055555,1971-12-03,0,27,6.7,2.9,4.03,31.8,NA,27.8
7443,34032,-59.221128,-37.055555,1971-12-03,27,40,7,1.4,1.53,27.1,NA,17.8
7443,34033,-59.221128,-37.055555,1971-12-03,40,72,7.2,2.4,0.61,48.1,NA,31.6
7443,34034,-59.221128,-37.055555,1971-12-03,72,98,8,2.7,0.11,33.7,NA,28.5
7443,34035,-59.221128,-37.055555,1971-12-03,98,110,NA,NA,NA,NA,NA,NA
7444,34036,-59.180696,-37.132287,1971-12-03,0,21,6.6,3.2,4.03,29.4,NA,25.4
7444,34037,-59.180696,-37.132287,1971-12-03,21,29,6.6,2.7,1.72,26.8,NA,15.9
7444,34038,-59.180696,-37.132287,1971-12-03,29,58,7,3.1,0.76,40.1,NA,27.4
7444,34039,-59.180696,-37.132287,1971-12-03,58,84,7.7,2.3,0.15,27.8,NA,17
7444,34040,-59.180696,-37.132287,1971-12-03,84,150,8.5,2.9,0.07,20.5,NA,14
7447,34050,-59.286226,-37.14909,1971-12-07,0,17,6.1,1.6,2.31,29.1,NA,17
7447,34051,-59.286226,-37.14909,1971-12-07,17,24,7.6,0.8,0.6,21.7,NA,11.1
7447,34052,-59.286226,-37.14909,1971-12-07,24,68,8.7,1.9,0.37,42.3,NA,30.9
7447,34053,-59.286226,-37.14909,1971-12-07,68,85,9.1,2.5,0.2,53.6,NA,39
7447,34054,-59.286226,-37.14909,1971-12-07,85,104,9.3,1.5,0.04,25.5,NA,20.6
7447,34055,-59.286226,-37.14909,1971-12-07,104,122,9.1,1.2,NA,19.4,NA,15.4
7448,34056,-59.036432,-37.104751,1971-12-02,0,26,6,2.7,4.07,30.8,NA,26
7448,34057,-59.036432,-37.104751,1971-12-02,26,39,6.9,1.8,0.7,23.2,NA,11.8
7448,34058,-59.036432,-37.104751,1971-12-02,39,65,7.2,3.4,0.45,44.9,NA,24.8
7448,34059,-59.036432,-37.104751,1971-12-02,65,82,7.3,3.1,0.22,36.6,NA,20.2
7448,34060,-59.036432,-37.104751,1971-12-02,82,122,7.5,3,0.13,29.4,NA,18
7448,34061,-59.036432,-37.104751,1971-12-02,122,150,8.7,2.5,NA,27.6,NA,18.5
7451,34073,-59.36927,-37.016975,1971-12-10,0,21,6.8,2.9,4.18,28.9,NA,26.5
7451,34074,-59.36927,-37.016975,1971-12-10,21,30,7.8,1.7,0.96,19.4,NA,11.7
7451,34075,-59.36927,-37.016975,1971-12-10,30,69,7.7,2.5,0.5,38.1,NA,24.2
7451,34076,-59.36927,-37.016975,1971-12-10,69,100,9.3,2.1,0.04,23.5,NA,16
7451,34077,-59.36927,-37.016975,1971-12-10,100,143,8.3,1.8,NA,23.2,NA,14.9
7451,34078,-59.36927,-37.016975,1971-12-10,143,150,9.5,2.3,NA,19.4,NA,14.3
7452,34079,-59.45002,-37.087049,1971-12-10,0,10,6,3.7,4.99,36.9,NA,32.1
7452,34080,-59.45002,-37.087049,1971-12-10,10,29,6.5,3.4,3.22,37.2,NA,26.4
7452,34081,-59.45002,-37.087049,1971-12-10,29,41,6.9,2.7,1.07,34.9,NA,18
7452,34082,-59.45002,-37.087049,1971-12-10,41,83,7.3,2.1,0.52,45.7,NA,25.6
7452,34083,-59.45002,-37.087049,1971-12-10,83,112,7.3,2,0.2,42.6,NA,24.2
7452,34084,-59.45002,-37.087049,1971-12-10,112,145,7.6,1.9,NA,38.6,NA,19.6
7452,34085,-59.45002,-37.087049,1971-12-10,145,165,8.2,2.2,NA,31.7,NA,25.8
7452,35120,-59.45002,-37.087049,1971-12-10,165,175,NA,NA,NA,NA,NA,NA
7455,34098,-59.417532,-37.128106,1971-12-10,0,12,5.6,2.7,3.03,38.2,NA,24.5
7455,34099,-59.417532,-37.128106,1971-12-10,12,22,6.4,1.1,1.41,40.6,NA,25
7455,34100,-59.417532,-37.128106,1971-12-10,22,34,6.9,0.7,0.63,45.6,NA,24.7
7455,34101,-59.417532,-37.128106,1971-12-10,34,71,7.3,1.5,0.5,50,NA,34.4
7455,34102,-59.417532,-37.128106,1971-12-10,71,93,8.3,1.2,0.3,41.3,NA,29.1
7455,34103,-59.417532,-37.128106,1971-12-10,93,122,8.7,1.8,NA,35.2,NA,30.4
7455,34104,-59.417532,-37.128106,1971-12-10,122,128,8.8,2.1,NA,29.2,NA,27
7456,34105,-59.317093,-37.040892,1971-12-07,0,10,9.8,3,1.33,26.6,NA,24.8
7456,34106,-59.317093,-37.040892,1971-12-07,10,35,9.8,3.5,0.89,54.1,NA,46.2
7456,34107,-59.317093,-37.040892,1971-12-07,35,52,9.7,3,0.33,25.3,NA,36.8
7456,34108,-59.317093,-37.040892,1971-12-07,52,70,9.5,2.4,0.06,18.5,NA,30.5
7456,34109,-59.317093,-37.040892,1971-12-07,70,109,9.4,NA,NA,NA,NA,NA
7457,34110,-59.288652,-37.076562,1971-12-07,0,15,7,3.1,4.07,25.5,NA,24.8
7457,34111,-59.288652,-37.076562,1971-12-07,15,30,6.8,2.8,3.59,31.2,NA,25.8
7457,34112,-59.288652,-37.076562,1971-12-07,30,40,7,1.4,1.16,26.4,NA,14.4
7457,34113,-59.288652,-37.076562,1971-12-07,40,66,7,2.4,0.79,48.2,NA,31.6
7457,34114,-59.288652,-37.076562,1971-12-07,66,100,NA,NA,NA,NA,NA,NA
7458,34115,-59.36581,-37.136185,1971-12-07,0,20,7.5,1.5,1.41,19.8,NA,14.5
7458,34116,-59.36581,-37.136185,1971-12-07,20,58,8.2,2.6,0.33,53.1,NA,35.5
7458,34117,-59.36581,-37.136185,1971-12-07,58,90,9.1,2,0.13,29.4,NA,26.2
7458,34118,-59.36581,-37.136185,1971-12-07,90,92,NA,NA,NA,NA,NA,NA
7458,34119,-59.36581,-37.136185,1971-12-07,92,110,9.2,NA,NA,NA,NA,NA
7459,34120,-59.325464,-37.111892,1971-12-07,0,16,5.8,3.1,3.29,32.8,NA,23.6
7459,34121,-59.325464,-37.111892,1971-12-07,16,44,6.2,2.3,2.74,33.2,NA,23.2
7459,34122,-59.325464,-37.111892,1971-12-07,44,58,7,0.7,0.55,25.3,NA,11.2
7459,34123,-59.325464,-37.111892,1971-12-07,58,82,6.9,2,0.54,48.1,NA,28
7459,34124,-59.325464,-37.111892,1971-12-07,82,103,7,2.3,0.17,40.8,NA,24.4
7459,34125,-59.325464,-37.111892,1971-12-07,103,125,8.3,1.7,NA,25.8,NA,21.5
7459,34126,-59.325464,-37.111892,1971-12-07,125,152,9,2.4,NA,24.5,NA,22.4
7459,34127,-59.325464,-37.111892,1971-12-07,152,165,9.3,NA,NA,NA,NA,NA
7687,35469,-58.914,-37.271722,1971-05-27,0,13,5.9,2.4,4.11,20.9,NA,22.4
7687,35470,-58.914,-37.271722,1971-05-27,13,22,6.7,0.8,1.11,16.2,NA,13.5
7687,35477,-58.914,-37.271722,1971-05-27,22,49,7.2,1.9,0.63,36.2,NA,27.3
7687,35478,-58.914,-37.271722,1971-05-27,49,92,7.5,1.8,0.2,35.9,NA,24.5
7687,35479,-58.914,-37.271722,1971-05-27,92,137,8.1,2.1,0.12,26.1,NA,31.6
7687,35480,-58.914,-37.271722,1971-05-27,137,147,8,3,NA,31.1,NA,48.4
7687,35481,-58.914,-37.271722,1971-05-27,147,152,8.5,NA,NA,NA,NA,NA
7697,35529,-58.94525,-37.241481,1971-05-31,0,32,6.5,0.4,4.86,20.9,NA,26.7
7697,35530,-58.94525,-37.241481,1971-05-31,32,46,7,0.8,0.43,12.9,NA,7.5
7697,35531,-58.94525,-37.241481,1971-05-31,46,65,8,5.7,0.47,40.9,NA,30.5
7697,35532,-58.94525,-37.241481,1971-05-31,65,84,9.2,4.5,0.22,24.1,NA,31.4
7697,35533,-58.94525,-37.241481,1971-05-31,84,114,9.3,4.7,0.1,20.3,NA,27
7697,35534,-58.94525,-37.241481,1971-05-31,114,148,9.2,2.9,NA,12.3,NA,14.7
7726,35695,-58.8281,-37.321964,1971-02-01,0,27,6.5,1.2,19,25.5,NA,27
7726,35696,-58.8281,-37.321964,1971-02-01,27,38,6.6,1.4,1.97,30,NA,24.8
7726,35697,-58.8281,-37.321964,1971-02-01,38,70,6.9,1.4,0.83,39.1,NA,29.7
7726,35698,-58.8281,-37.321964,1971-02-01,70,97,7.2,1.4,0.2,23.8,NA,18
7726,35699,-58.8281,-37.321964,1971-02-01,97,155,7.3,1.2,NA,14.4,NA,13.8
7833,36204,-58.8262,-37.3313,1971-01-01,0,20,5.7,2.8,0.98,30.8,NA,34.5
7833,36205,-58.8262,-37.3313,1971-01-01,20,35,6.2,1.9,0.91,24.2,NA,19.3
7833,36206,-58.8262,-37.3313,1971-01-01,35,83,7.2,3.3,0.41,47,NA,30.7
7833,36217,-58.8262,-37.3313,1971-01-01,83,104,7.4,3.4,0.24,53.6,NA,34.8
7833,36218,-58.8262,-37.3313,1971-01-01,104,126,7.7,3.4,NA,45,NA,34.6
7833,36223,-58.8262,-37.3313,1971-01-01,126,148,7.8,3,NA,30.8,NA,26.6
7882,36400,-58.9687,-37.2236,1971-09-01,0,16,7.7,1.1,1.86,15.9,NA,15.9
7882,36401,-58.9687,-37.2236,1971-09-01,16,42,9.7,2.5,0.43,35.7,NA,34.9
7882,36402,-58.9687,-37.2236,1971-09-01,42,64,9.6,2.7,0.14,44.4,NA,43.6
7882,36403,-58.9687,-37.2236,1971-09-01,64,104,9.3,2.7,0.06,25.4,NA,44.5
7882,36409,-58.9687,-37.2236,1971-09-01,104,109,NA,NA,NA,NA,NA,NA
7907,36567,-58.509,-37.9909,1970-04-08,0,28,6.1,1.9,3.43,24.4,NA,26
7907,36568,-58.509,-37.9909,1970-04-08,28,42,6.8,1.9,3.39,25.4,NA,24.1
7907,36569,-58.509,-37.9909,1970-04-08,42,68,6.9,1.4,0.78,32.2,NA,28.4
7907,36570,-58.509,-37.9909,1970-04-08,68,94,7,1.1,0.18,19.5,NA,16.5
7907,36571,-58.509,-37.9909,1970-04-08,94,107,7.2,1.1,0.16,15.2,NA,18.5
7907,36572,-58.509,-37.9909,1970-04-08,107,112,8.1,1.1,0.14,NA,NA,24.1
