ProfID,x,y,ph_0_30,k_0_30,soc_0_30,bd_0_30,cec_0_30,p_0_30,n_0_30,clay_0_30,sand_0_30,silt_0_30
6723,-58.193232,-37.833149,7.092584670490137,700.4639579811941,3.1840091079992034,1.1527377046811964,28.319773355355107,NA,NA,29.956680189999997,50,20.04331981
6727,-58.257797,-37.793142,8.158717287902517,890.967213422724,1.9555110855242506,1.3654919549817164,20.4401109493227,NA,NA,24.42734985,40,35.57265015
6731,-58.362508,-37.667556,6.657197596676975,883.0902028637548,2.944147059488297,1.1840098845822742,22.823455115047654,NA,NA,29.10414583,39,31.89585417
6732,-58.279865,-37.805604,6.360542450391572,692.0627351421456,3.4127271166668107,1.1313765811391143,23.383629053167702,NA,NA,21.09876352,42,36.90123648
6733,-58.481205,-37.736493,6.732146345791707,806.3148960716234,3.225593527543215,1.165162567005763,32.82819350306579,NA,NA,22.47015712,46,31.52984288
6752,-58.342681,-37.803371,7.418402854282993,581.5199092841618,2.4705831538844416,1.2696241451006394,26.791698727717108,NA,NA,25.395873169999998,42,32.60412683
6753,-58.310315,-37.823923,6.618656766255803,1182.7127359798797,3.204294534053782,1.146576127545222,24.209955207372175,NA,NA,23.18677008,43,33.81322992
6754,-58.359239,-37.766988,6.435654606900988,637.811901644276,2.940619159639609,1.1866479634419345,21.49301447337439,NA,NA,26.693417540000002,42,31.306582459999998
6903,-58.178084,-37.522664,6.518070656380793,1157.5375121988397,4.270657495132647,1.02884782744192,27.32468528955165,NA,NA,34.44605486,32,33.55394514
6916,-58.120825,-37.576859,7.193876718704607,1642.562850428054,2.860966331365304,1.2005965474923175,25.429519784166136,NA,NA,22.92764037,41,36.07235963
6923,-58.126832,-37.640833,6.709414446243338,1049.5357266016733,3.953448064289184,1.0673112063035202,24.39562081195696,NA,NA,25.64483563,40,34.35516437
6947,-58.009011,-37.528806,6.682303270773397,877.0416616870148,3.276188562602662,1.1455423868199135,22.76927719122581,NA,NA,35.18490047,30,34.81509953
6948,-58.035155,-37.62661,9.99898792045785,1199.0855004325801,1.0096526106093138,1.5198230753257047,32.975223622711724,NA,NA,22.93536916,41,36.06463084
6950,-58.033561,-37.627038,8.893042858314768,829.4936991085167,2.2747561190343135,1.3479748467031947,26.33900235719568,NA,NA,22.93536916,41,36.06463084
6958,-60.889219,-36.600897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6959,-60.789487,-36.63827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6960,-60.918423,-36.556116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6961,-60.545964,-36.591685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6962,-60.625659,-36.599751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7002,-60.428093,-36.636722,8.292208746373083,520.5357246302223,1.8483359066735285,1.3686907974955222,28.32416758038891,NA,NA,25.96889549,37,37.03110451
7092,-58.007499,-37.528841,7.96179422620053,913.4166422794374,2.7765787528684513,1.2121350451005486,27.923058628488622,NA,NA,35.79749076,29,35.20250924
7093,-58.010279,-37.52838,7.256991086873341,754.4002816132758,2.7963659401097356,1.2091336160964887,20.492980562530335,NA,NA,35.18490047,30,34.81509953
7094,-58.008111,-37.529313,7.539290549237239,634.6247424041031,3.096998701172667,1.16813655384246,21.086065589967614,NA,NA,35.79749076,29,35.20250924
7123,-61.089923,-36.731201,6.230636572237347,321.9039283993454,2.3695520229529516,1.2842133023900435,21.153174192959963,NA,NA,24.30295414,41,34.697045859999996
7124,-61.115153,-36.786269,7.644404332594732,709.7788411255427,0.9248836202612756,1.5347943222087341,22.695488469497292,NA,NA,25.93615777,41,33.06384223
